gender,age,location,purchase_amount,down_payment,installment_amount,installments,payment_status,product_category,merchant_name,customer_income,credit_score,late_payments,fraud_flag
Female,58,Glasgow,1749.13,391.12,204.43,10,Missed,Groceries,Currys,9512.64,820,1,0
Male,21,Leeds,1187.92,96.25,73.82,4,Missed,Sports,Tesco,1452.05,515,1,1
Other,48,Leeds,1180.83,52.94,222.44,3,Ongoing,Beauty,Zara,9709.66,823,2,1
Female,36,London,905.44,305.34,269.26,2,Missed,Beauty,Argos,4798.4,681,1,0
Other,42,London,1243.44,363.36,109.19,4,Ongoing,Sports,Tesco,4427.16,312,1,0
Other,31,London,453.89,159.69,249.71,3,Ongoing,Fashion,Tesco,8159.38,345,2,0
Male,27,London,844.39,357.12,75.89,1,Ongoing,Beauty,Asda,4862.13,467,1,0
Female,47,Leeds,868.17,493.86,248.21,7,Missed,Electronics,Amazon,7145.49,608,0,0
Other,53,Leeds,295.85,378.3,283.29,11,Ongoing,Electronics,Zara,6733.83,574,1,0
Other,62,Liverpool,348.2,372.32,239.51,4,Paid,Home,Zara,2669.59,471,0,0
Female,37,London,1508.69,93.64,177.88,1,Missed,Home,Tesco,8640.66,310,1,0
Female,23,Leeds,1591.17,78.71,299.66,6,Ongoing,Beauty,Currys,8083.87,802,2,0
Female,42,Manchester,931.32,96.56,57.04,8,Paid,Home,Amazon,9188.3,583,0,0
Other,57,Manchester,1972.04,211.06,277.21,10,Missed,Home,Argos,7602.85,352,0,0
Other,50,Glasgow,1589.83,164.59,168.78,8,Paid,Home,Argos,4715.95,474,1,1
Other,58,London,1477.27,338.38,183.4,3,Paid,Electronics,Asda,5389.41,455,0,0
Male,55,Liverpool,1084.39,93.94,31.71,10,Paid,Electronics,Asda,7959.96,518,1,0
Other,21,Glasgow,229.43,186.97,152.05,6,Missed,Fashion,Nike,8646.73,520,0,0
Female,18,Leeds,776.98,18.44,290.26,5,Ongoing,Fashion,Amazon,4520.64,733,1,1
Other,55,Glasgow,773.45,241.05,155.59,3,Missed,Home,Argos,1763.16,814,2,0
Female,54,Liverpool,175.12,318.53,172.49,9,Paid,Home,Asda,9385.46,562,0,0
Other,45,Sheffield,348.34,188.7,20.43,7,Ongoing,Home,Currys,6295.47,801,2,0
Other,64,London,805.6,287.54,126.11,4,Paid,Sports,Nike,8329.63,827,1,0
Male,19,Sheffield,173.43,117.39,76.34,9,Missed,Electronics,Nike,9848.15,697,1,0
Female,28,Birmingham,209.34,158.16,86.3,11,Ongoing,Electronics,Amazon,3834.04,560,1,0
Other,48,Manchester,287.54,392.8,156.13,8,Missed,Groceries,Tesco,6091.96,415,1,0
Other,32,Glasgow,698.66,214.21,148.21,10,Paid,Groceries,Nike,5854.72,748,0,0
Other,45,Glasgow,1255.6,101.71,278.3,7,Missed,Electronics,Nike,4990.67,449,1,0
Other,49,Glasgow,1974.8,153.09,60.95,1,Missed,Sports,Zara,4109.04,681,2,0
Other,52,London,118.81,449.12,121.59,9,Missed,Sports,Argos,1435.85,413,2,0
Other,37,Glasgow,906.9,435.92,187.92,1,Paid,Electronics,Tesco,5881.97,615,1,0
Male,54,Birmingham,1902.74,388.75,155.29,4,Ongoing,Beauty,Asda,1848.32,466,2,0
Female,56,London,1291.22,76.27,298.25,2,Ongoing,Fashion,Nike,5365.31,427,1,0
Female,33,Sheffield,1974.08,265.59,285.35,9,Missed,Beauty,Nike,3491.74,833,0,0
Other,28,Manchester,1042.98,267.14,129.44,6,Ongoing,Sports,eBay,9724.99,495,0,0
Female,26,Sheffield,910.82,56.35,205.17,4,Missed,Fashion,Zara,9754.64,340,0,1
Female,28,Liverpool,98.98,374.8,261.99,2,Paid,Sports,Nike,5969.76,720,0,0
Female,53,Sheffield,703.08,333.03,259.08,9,Ongoing,Fashion,Asda,6822.79,339,1,0
Other,19,Birmingham,1783.2,367.75,120.6,6,Ongoing,Home,Tesco,5801.96,672,0,0
Male,64,Manchester,747.95,471.03,179.65,3,Ongoing,Electronics,eBay,7766.9,850,3,0
Female,21,London,1084.27,384.02,186.23,10,Paid,Fashion,Tesco,2756.6,326,1,0
Other,60,London,1620.97,468.14,184.68,4,Missed,Beauty,Currys,5028.83,496,0,0
Male,47,Birmingham,1291.8,350.73,155.12,9,Missed,Electronics,Tesco,8745.33,469,0,0
Male,60,Birmingham,1488.4,218.86,98.82,5,Missed,Home,Zara,3612.59,481,1,0
Other,34,Birmingham,249.17,320.87,210.96,3,Paid,Sports,Asda,7145.91,846,0,1
Other,37,Birmingham,1933.06,306.33,205.83,6,Missed,Electronics,Nike,9198.26,352,3,0
Other,29,Glasgow,500.17,268.98,223.01,2,Paid,Beauty,Currys,1849.65,331,1,0
Female,21,Birmingham,216.01,386.78,259.24,6,Paid,Home,Asda,7427.51,454,1,0
Male,35,London,384.91,437.84,80.51,8,Paid,Fashion,Currys,1547.97,843,0,0
Other,52,Sheffield,1667.01,334.46,54.56,5,Paid,Groceries,Asda,2061.43,425,0,0
Female,52,Liverpool,1324.52,103.59,89.71,9,Ongoing,Groceries,Zara,2316.71,773,1,0
Male,27,Leeds,210.8,122.35,93.29,7,Ongoing,Fashion,Currys,3176.18,505,2,0
Female,20,Glasgow,1099.08,217.25,112.16,2,Paid,Fashion,Currys,2461.12,336,3,0
Female,38,Manchester,1381.59,290.2,148.15,8,Missed,Sports,Argos,7001.07,503,0,0
Female,52,Sheffield,1723.6,359.87,37.36,4,Ongoing,Sports,Amazon,9289.7,580,0,0
Male,41,London,107.99,119.39,145.16,6,Missed,Fashion,Argos,1132.13,411,0,0
Female,50,Leeds,1065.15,437.07,252.03,9,Paid,Beauty,Asda,4837.0,508,0,0
Male,18,Leeds,1324.43,313.39,37.26,5,Ongoing,Sports,Nike,8440.8,381,0,0
Male,42,Sheffield,1026.46,496.34,161.38,6,Ongoing,Fashion,Argos,9723.32,702,0,0
Other,51,Manchester,557.05,293.16,104.31,4,Missed,Groceries,Argos,1622.51,766,0,0
Male,43,Manchester,809.86,314.52,29.13,6,Ongoing,Fashion,Nike,4889.95,680,0,0
Other,36,Liverpool,118.29,95.89,257.84,8,Missed,Sports,Currys,7775.06,666,0,0
Other,43,Manchester,1094.26,295.62,229.62,1,Ongoing,Beauty,Amazon,8185.22,601,2,0
Female,21,Birmingham,430.68,125.99,42.39,11,Paid,Beauty,Tesco,8940.33,396,3,0
Male,35,Glasgow,57.91,342.01,103.12,3,Ongoing,Home,eBay,1067.59,804,0,0
Male,46,Glasgow,1385.2,23.82,196.27,10,Ongoing,Fashion,Currys,4429.15,732,0,0
Male,45,Glasgow,435.46,75.69,254.65,9,Missed,Sports,Nike,1421.12,518,2,0
Female,43,Sheffield,1334.25,429.95,199.88,10,Paid,Home,Nike,4135.95,300,1,0
Other,56,Birmingham,1861.97,310.68,105.12,9,Missed,Electronics,Zara,5336.54,658,1,1
Male,20,Liverpool,1239.2,111.92,109.31,5,Paid,Beauty,Tesco,1261.17,374,1,0
Male,19,Manchester,195.96,371.02,215.29,10,Ongoing,Home,Tesco,1358.71,608,1,0
Other,57,Glasgow,392.53,242.56,45.64,2,Missed,Sports,Argos,8001.09,812,2,0
Other,21,Manchester,1223.88,343.38,29.93,6,Paid,Fashion,Currys,1422.5,721,3,0
Female,28,Leeds,1571.97,297.43,182.04,4,Ongoing,Home,Nike,6580.45,539,2,0
Female,24,Birmingham,1998.35,379.7,47.89,5,Ongoing,Home,Currys,3830.98,630,1,0
Female,33,Leeds,423.19,79.68,203.5,4,Ongoing,Sports,Argos,9797.32,546,0,0
Female,25,Liverpool,1953.05,349.54,260.67,1,Paid,Home,Argos,7908.66,307,1,0
Other,52,Sheffield,1129.64,342.87,84.38,3,Missed,Fashion,Asda,6253.88,307,1,0
Male,60,Sheffield,571.8,444.14,153.03,1,Missed,Fashion,Argos,5902.38,328,1,0
Other,43,London,501.59,369.08,267.14,8,Missed,Home,eBay,8728.86,609,2,0
Female,56,Manchester,115.16,338.75,146.47,5,Ongoing,Sports,Zara,8201.57,407,2,0
Male,60,Leeds,1889.76,96.36,280.99,10,Paid,Electronics,Asda,2854.63,387,0,0
Female,53,Leeds,1201.08,292.29,204.08,9,Paid,Electronics,Amazon,8493.69,323,0,0
Male,23,Manchester,679.81,485.74,248.73,9,Missed,Beauty,Currys,7247.39,714,1,0
Male,60,Leeds,1524.86,227.84,114.62,11,Missed,Sports,Asda,8025.46,322,1,0
Female,45,London,886.73,75.45,23.73,5,Ongoing,Fashion,eBay,7739.12,546,0,0
Female,29,London,1044.15,354.78,98.55,6,Paid,Beauty,Argos,7215.76,417,0,0
Other,37,London,1381.99,238.7,292.51,4,Missed,Electronics,Nike,3314.12,432,2,0
Female,33,Manchester,1498.05,489.25,262.38,11,Missed,Beauty,Amazon,8465.57,778,2,0
Other,58,Sheffield,149.6,34.9,218.18,2,Paid,Beauty,Currys,4429.13,480,1,0
Female,52,Manchester,297.74,268.55,27.58,8,Missed,Home,Asda,8963.0,503,0,0
Female,23,Glasgow,1325.06,465.47,129.09,10,Ongoing,Beauty,Amazon,8788.58,632,0,0
Female,42,Sheffield,1392.41,134.51,231.59,5,Ongoing,Beauty,eBay,1731.17,387,4,0
Male,22,Birmingham,1697.41,242.38,180.28,10,Ongoing,Home,Nike,4754.85,676,1,0
Male,61,Birmingham,1606.6,97.15,93.53,4,Missed,Beauty,eBay,7772.25,647,4,0
Male,18,Leeds,133.23,102.07,167.48,2,Ongoing,Home,Amazon,5639.52,655,0,0
Female,44,Glasgow,680.3,145.15,252.18,11,Missed,Fashion,Asda,7089.8,641,0,0
Female,53,Leeds,1698.12,156.66,64.61,1,Ongoing,Sports,eBay,7343.61,595,0,0
Female,35,Birmingham,1871.85,443.68,150.93,7,Ongoing,Groceries,Amazon,3457.17,563,1,0
Female,55,Birmingham,1706.16,12.38,128.92,7,Missed,Sports,Argos,6164.25,534,1,0
Male,24,Glasgow,455.95,378.91,167.06,3,Ongoing,Electronics,Tesco,4728.67,793,1,0
Female,57,Sheffield,1772.64,209.48,58.46,5,Missed,Beauty,Asda,9553.41,672,0,0
Other,42,Glasgow,118.76,431.98,20.92,11,Ongoing,Sports,Asda,4583.11,436,3,0
Female,24,Birmingham,768.57,189.32,85.48,2,Paid,Groceries,Zara,4064.81,402,0,0
Other,63,Liverpool,825.87,326.69,167.17,8,Missed,Beauty,Tesco,8476.79,307,2,0
Other,56,London,610.99,51.38,139.39,4,Paid,Electronics,Asda,6880.62,592,1,1
Other,50,Birmingham,887.7,403.44,52.0,5,Paid,Fashion,Nike,9560.03,709,1,0
Other,35,Birmingham,275.19,370.63,267.94,10,Paid,Sports,Amazon,7047.66,385,0,0
Other,53,Leeds,978.27,453.33,225.41,1,Ongoing,Beauty,Asda,6807.74,539,1,0
Female,36,London,1164.03,428.34,180.43,9,Paid,Electronics,Asda,7659.72,420,0,0
Female,60,London,393.34,313.18,117.59,4,Missed,Fashion,Argos,6845.58,483,2,0
Female,32,Manchester,1407.72,473.83,228.44,9,Missed,Electronics,Currys,3825.48,814,0,0
Other,33,Leeds,1702.54,483.07,228.95,8,Ongoing,Electronics,eBay,3126.02,763,1,0
Other,26,Manchester,1462.33,497.57,138.54,5,Ongoing,Beauty,Asda,8950.39,361,1,0
Male,26,Leeds,510.94,450.35,124.28,6,Paid,Groceries,Asda,1726.61,347,3,1
Male,38,Manchester,518.89,28.74,188.8,4,Ongoing,Sports,Argos,1646.46,793,0,0
Other,38,Sheffield,365.98,342.75,221.37,11,Missed,Groceries,Argos,7373.76,600,1,0
Female,33,Leeds,768.77,98.84,159.92,6,Missed,Fashion,Argos,7702.58,706,1,0
Other,39,Birmingham,1135.69,208.57,79.4,8,Paid,Electronics,Asda,5032.02,543,0,0
Male,37,Glasgow,973.03,304.56,70.67,7,Missed,Sports,Nike,8820.62,492,1,0
Male,36,Birmingham,938.73,194.12,291.42,6,Paid,Home,Tesco,4034.76,800,1,0
Other,52,Birmingham,1806.42,87.58,284.58,11,Paid,Home,eBay,5243.43,555,0,0
Male,24,Liverpool,1405.58,433.26,245.08,9,Paid,Sports,Currys,3036.82,400,0,0
Other,20,Leeds,1061.52,441.9,289.53,5,Missed,Fashion,Tesco,8079.7,485,1,0
Male,49,Glasgow,1566.81,107.79,54.59,2,Missed,Fashion,Nike,4548.76,493,1,0
Other,52,Leeds,952.86,483.79,36.05,7,Ongoing,Sports,Zara,1696.11,452,0,1
Female,40,Sheffield,1309.7,23.6,292.14,1,Paid,Fashion,Nike,9456.28,693,2,0
Male,59,London,1377.21,259.84,56.61,6,Paid,Fashion,Asda,7455.29,467,1,0
Female,19,London,1191.02,217.01,64.75,6,Missed,Sports,Tesco,6098.1,437,0,0
Male,44,Leeds,1719.09,123.42,190.6,3,Paid,Beauty,Amazon,4219.28,626,3,0
Male,57,Birmingham,1359.78,387.22,109.32,3,Paid,Beauty,Tesco,3100.21,710,1,0
Other,26,Glasgow,1139.31,266.55,272.65,5,Missed,Electronics,Currys,5744.31,847,0,0
Female,61,Sheffield,95.3,382.55,121.35,3,Paid,Sports,Amazon,6977.16,584,1,0
Male,35,Glasgow,1422.53,256.5,36.93,4,Missed,Electronics,Argos,2655.56,592,3,0
Other,22,Manchester,1071.26,278.59,267.9,7,Ongoing,Sports,Argos,8660.17,703,0,0
Other,41,Sheffield,701.32,260.04,98.26,9,Missed,Groceries,Tesco,9874.23,842,2,0
Other,29,Liverpool,933.33,117.24,135.99,4,Missed,Home,Asda,9260.86,788,0,0
Female,52,Liverpool,1573.94,301.11,250.05,9,Ongoing,Beauty,Currys,5708.05,465,2,0
Other,49,Manchester,95.57,455.27,263.82,3,Paid,Electronics,Zara,1759.82,753,2,0
Male,19,London,99.92,415.71,177.15,5,Missed,Electronics,Nike,3071.03,330,2,0
Other,49,London,155.36,476.67,64.16,4,Missed,Groceries,eBay,1258.39,659,1,0
Other,54,London,1421.91,427.6,99.41,6,Ongoing,Beauty,Amazon,8903.83,664,3,0
Female,54,Manchester,871.64,453.23,296.06,6,Missed,Sports,Nike,2929.64,456,0,0
Male,39,Sheffield,51.39,168.52,159.64,8,Missed,Home,eBay,6196.33,710,2,0
Female,49,Birmingham,562.39,57.76,249.21,6,Ongoing,Beauty,eBay,9569.35,491,0,0
Other,46,Leeds,1843.22,12.02,227.55,4,Paid,Electronics,Asda,8300.64,323,2,0
Female,57,Leeds,943.68,469.52,69.75,10,Ongoing,Electronics,Asda,8041.37,668,0,0
Female,46,Leeds,682.16,472.9,126.23,1,Ongoing,Electronics,Asda,9978.44,432,1,0
Male,23,Liverpool,684.37,256.25,126.33,2,Paid,Groceries,Argos,2296.47,499,3,0
Male,59,Liverpool,605.78,329.86,44.25,11,Ongoing,Sports,Asda,1052.7,783,3,0
Other,42,Leeds,1621.23,172.8,193.42,1,Paid,Electronics,Argos,2667.32,749,1,0
Other,52,London,1412.9,347.9,115.5,1,Ongoing,Sports,Asda,1276.24,849,0,0
Other,43,Sheffield,1524.63,237.18,290.03,7,Paid,Beauty,Currys,2228.5,831,0,0
Male,57,Birmingham,721.44,481.05,199.69,1,Paid,Fashion,Zara,6590.09,604,1,0
Male,36,Manchester,1873.84,82.06,50.57,7,Paid,Home,Tesco,9415.32,312,2,0
Other,53,Sheffield,690.0,55.23,299.56,10,Ongoing,Fashion,Zara,9922.09,565,0,0
Female,62,London,514.96,11.92,237.11,7,Missed,Beauty,Currys,2939.89,843,1,0
Male,25,Birmingham,246.98,351.71,112.2,3,Ongoing,Fashion,Currys,9549.93,391,0,0
Other,47,Glasgow,276.42,294.86,29.14,10,Ongoing,Beauty,Asda,4588.36,502,0,1
Other,31,Birmingham,1128.41,50.82,290.85,8,Missed,Electronics,Tesco,5782.47,468,1,0
Female,25,Manchester,1397.97,105.9,187.78,2,Ongoing,Home,Asda,2302.97,392,0,1
Other,24,Sheffield,1161.19,212.94,287.89,4,Missed,Electronics,Argos,8556.71,700,2,0
Female,48,Leeds,913.89,67.88,268.78,6,Ongoing,Sports,Tesco,3981.1,649,0,0
Other,58,Glasgow,776.5,65.23,198.45,1,Ongoing,Beauty,Zara,6049.09,723,1,0
Other,27,Sheffield,1527.28,265.22,123.41,8,Ongoing,Sports,Amazon,8675.18,308,1,0
Male,19,Manchester,457.88,359.19,238.16,7,Ongoing,Beauty,Amazon,8902.15,361,2,0
Male,62,Manchester,1139.87,98.68,202.94,10,Paid,Sports,Argos,6031.05,773,2,0
Male,58,Glasgow,538.03,403.84,278.71,6,Paid,Sports,Tesco,7518.66,608,0,0
Other,40,London,1247.72,380.42,245.33,8,Paid,Home,Amazon,9188.38,730,1,0
Female,35,Sheffield,491.32,132.23,46.09,10,Paid,Home,Currys,2170.98,814,1,0
Female,40,London,655.21,360.65,296.89,10,Missed,Fashion,Asda,6025.12,517,1,0
Female,58,Birmingham,1743.54,261.49,27.53,11,Paid,Groceries,Zara,3750.27,685,0,0
Male,28,Glasgow,1773.8,196.2,47.03,6,Missed,Fashion,Nike,2703.47,351,1,0
Other,46,London,1401.52,385.92,127.87,11,Paid,Groceries,Zara,3807.21,816,0,0
Male,54,London,1283.84,475.91,190.2,10,Ongoing,Fashion,eBay,3181.22,780,0,1
Female,43,Manchester,1916.26,217.13,176.62,5,Missed,Groceries,Asda,9131.47,432,4,0
Female,61,Sheffield,1015.67,392.4,274.13,6,Ongoing,Electronics,eBay,2364.91,845,0,1
Female,22,Glasgow,1624.47,117.58,290.74,7,Paid,Sports,Asda,6117.79,782,0,0
Other,46,Glasgow,1120.76,93.59,43.23,10,Paid,Electronics,Argos,6434.99,739,0,0
Other,30,Liverpool,520.53,110.43,59.19,3,Paid,Beauty,Zara,8603.87,454,0,1
Male,18,Liverpool,908.64,455.54,79.44,8,Missed,Groceries,Nike,1460.71,515,3,0
Female,31,Glasgow,651.42,404.63,225.33,3,Missed,Home,Asda,1042.25,688,0,0
Other,45,Leeds,215.43,470.78,61.13,8,Ongoing,Beauty,Currys,5082.19,429,1,0
Female,37,Birmingham,1049.38,91.36,292.69,4,Missed,Groceries,Tesco,3796.61,374,0,0
Male,27,Glasgow,508.93,346.57,275.3,3,Missed,Home,Argos,3985.16,728,2,0
Male,57,Sheffield,203.54,185.66,214.67,1,Missed,Groceries,eBay,7767.54,499,0,0
Other,58,Glasgow,1393.94,124.32,41.67,4,Missed,Home,Asda,6351.6,598,1,0
Female,27,Glasgow,253.0,126.82,266.83,3,Paid,Fashion,Amazon,3846.18,423,2,0
Other,29,Sheffield,1242.97,343.12,11.31,8,Ongoing,Sports,Zara,1371.11,663,1,0
Female,24,Sheffield,973.16,481.45,155.12,10,Paid,Sports,Nike,8945.94,559,3,0
Female,20,Birmingham,1198.17,155.09,164.23,9,Missed,Sports,Currys,4246.55,665,0,0
Female,61,London,1598.14,416.29,97.06,6,Paid,Home,Currys,1080.55,494,0,0
Male,55,Liverpool,1837.2,435.29,134.48,11,Ongoing,Fashion,Argos,3783.52,338,0,0
Male,28,Birmingham,842.0,132.0,209.01,4,Ongoing,Home,Argos,6396.01,785,0,0
Male,42,London,159.94,484.19,175.72,2,Ongoing,Fashion,Currys,3582.23,727,1,0
Male,31,Liverpool,1797.06,158.33,288.52,11,Ongoing,Groceries,Asda,3577.38,764,3,0
Male,36,London,170.42,17.11,123.13,11,Paid,Electronics,Argos,1347.7,354,0,0
Male,49,Glasgow,761.48,61.36,98.42,11,Paid,Electronics,Asda,8357.7,635,1,0
Other,43,Sheffield,552.85,437.93,181.21,10,Missed,Beauty,Tesco,1415.66,660,0,0
Male,59,Liverpool,916.48,204.13,61.83,5,Ongoing,Sports,Tesco,9220.38,791,0,0
Female,54,London,1763.85,443.0,12.6,10,Missed,Electronics,Argos,1530.09,784,1,0
Male,63,London,1216.18,35.98,199.23,11,Missed,Electronics,Currys,1637.5,796,1,0
Male,63,Manchester,1495.53,24.02,256.37,7,Paid,Beauty,Argos,4270.93,468,3,0
Other,55,Sheffield,1402.13,451.77,105.37,1,Ongoing,Home,Asda,4501.59,774,0,0
Male,36,London,1302.55,474.83,243.7,1,Paid,Sports,Asda,2132.63,673,1,0
Female,61,Glasgow,779.37,363.77,157.62,9,Paid,Fashion,Tesco,7946.87,303,0,0
Male,44,Leeds,1263.51,157.69,24.81,3,Missed,Beauty,eBay,9908.0,519,6,0
Female,44,Manchester,1086.95,159.79,193.64,5,Missed,Electronics,Asda,9546.67,404,2,0
Female,23,London,1668.13,319.81,12.99,5,Ongoing,Home,Amazon,1061.32,583,1,0
Other,35,Leeds,224.65,102.13,161.79,5,Missed,Groceries,eBay,2077.8,648,1,0
Other,20,Glasgow,1067.71,137.56,37.0,1,Ongoing,Beauty,Amazon,6238.94,654,1,0
Other,51,London,1944.17,134.32,78.19,10,Paid,Beauty,Amazon,6168.5,694,1,0
Other,28,Manchester,1591.4,144.78,69.63,7,Ongoing,Electronics,Amazon,9585.21,527,0,0
Other,63,Glasgow,748.81,209.64,283.85,9,Missed,Electronics,Amazon,2949.21,365,0,0
Male,61,Sheffield,121.22,88.17,212.64,6,Missed,Home,Amazon,7780.31,805,1,0
Female,50,Sheffield,172.83,205.85,235.09,1,Missed,Beauty,Zara,1236.04,807,1,0
Female,28,Birmingham,1550.63,290.47,61.84,9,Missed,Fashion,Tesco,6875.91,359,3,0
Male,59,Glasgow,481.01,40.54,65.81,2,Missed,Sports,Amazon,2233.03,362,2,0
Female,52,Liverpool,1768.35,117.64,259.14,8,Ongoing,Fashion,Asda,3680.35,428,1,0
Male,59,Birmingham,1526.35,361.29,117.09,4,Ongoing,Electronics,Asda,8235.84,589,0,0
Other,45,London,467.94,86.22,212.5,5,Ongoing,Home,Argos,2907.82,593,0,0
Female,59,Liverpool,329.03,387.24,160.49,4,Ongoing,Beauty,Tesco,3067.45,460,5,0
Male,57,Sheffield,1974.81,50.23,209.26,3,Paid,Home,Amazon,1263.25,511,0,0
Male,35,Leeds,1925.05,153.72,193.83,9,Missed,Beauty,Currys,7383.88,579,2,0
Other,64,Manchester,310.22,273.41,25.67,11,Paid,Fashion,Tesco,2348.01,539,0,0
Male,27,Birmingham,1909.27,164.74,235.75,1,Ongoing,Electronics,Nike,3713.14,658,3,1
Other,37,Manchester,442.75,102.59,240.86,4,Paid,Home,Asda,4829.18,662,2,0
Other,56,Liverpool,809.21,322.01,173.05,3,Paid,Sports,Asda,5591.55,408,0,0
Male,64,Sheffield,123.61,457.91,190.09,9,Paid,Electronics,Currys,6687.19,568,2,0
Female,29,Glasgow,1220.35,183.76,66.69,5,Paid,Groceries,Tesco,7692.3,608,1,0
Male,28,Liverpool,834.98,218.1,77.01,6,Missed,Beauty,Currys,8192.46,740,2,0
Other,39,Sheffield,932.36,82.21,172.67,4,Paid,Home,Asda,5084.12,800,1,0
Male,21,Sheffield,549.95,180.21,202.45,2,Ongoing,Sports,Tesco,9201.78,586,1,0
Other,32,Birmingham,1140.69,28.1,148.84,7,Missed,Home,Currys,9675.72,762,2,0
Male,26,Liverpool,1905.45,10.89,241.27,9,Paid,Sports,Nike,3808.6,791,0,0
Other,37,Manchester,1795.37,190.04,185.07,3,Missed,Electronics,Amazon,4147.04,314,3,0
Female,19,Birmingham,520.97,345.44,271.17,9,Missed,Fashion,Argos,6478.29,739,0,0
Male,47,Sheffield,1608.12,202.49,99.17,9,Ongoing,Groceries,Argos,4162.01,514,0,1
Female,20,Manchester,392.12,260.74,120.0,5,Ongoing,Home,Argos,1989.58,667,1,0
Other,59,Leeds,1812.52,394.02,164.82,1,Ongoing,Groceries,Tesco,2322.81,429,2,0
Other,43,London,1222.77,412.83,85.17,8,Ongoing,Electronics,Amazon,5900.4,850,1,0
Male,22,Manchester,222.24,276.79,60.0,4,Ongoing,Beauty,Tesco,9062.91,648,1,0
Female,21,Liverpool,886.55,469.27,276.0,10,Missed,Fashion,Asda,3636.33,575,1,0
Male,63,Birmingham,662.35,490.49,174.17,4,Ongoing,Fashion,Currys,7441.53,824,1,0
Male,50,Liverpool,1287.03,203.07,201.77,9,Ongoing,Beauty,eBay,9889.57,777,0,0
Female,25,London,967.27,309.18,148.76,6,Paid,Sports,Currys,8434.78,808,1,0
Male,43,Liverpool,1209.02,211.19,119.79,1,Paid,Sports,Asda,8991.5,363,1,0
Female,54,Birmingham,1222.21,136.33,273.96,1,Paid,Home,Amazon,7191.13,619,0,0
Female,57,Glasgow,1502.12,120.42,88.14,2,Missed,Home,eBay,5929.56,805,3,0
Female,51,Manchester,1169.55,432.2,260.69,7,Ongoing,Beauty,Zara,9153.7,546,0,0
Female,44,London,455.29,450.73,266.44,1,Paid,Fashion,Nike,1908.52,434,1,0
Female,61,Sheffield,88.6,391.5,83.88,7,Ongoing,Home,Nike,6906.49,408,1,0
Other,25,London,641.51,152.23,229.52,7,Paid,Fashion,Currys,5483.52,640,0,0
Other,21,Birmingham,1053.13,27.48,205.11,10,Paid,Fashion,Nike,7348.88,558,0,0
Female,18,London,639.66,269.13,88.76,9,Missed,Beauty,Tesco,6560.88,421,1,0
Female,18,Liverpool,84.79,69.25,158.07,1,Missed,Sports,Nike,4917.41,813,1,0
Female,52,Manchester,1739.31,353.07,282.96,5,Missed,Home,Asda,4061.96,751,0,0
Female,44,Manchester,1669.95,63.42,26.77,9,Ongoing,Fashion,Zara,6718.23,520,1,0
Male,49,Glasgow,1204.85,186.92,25.31,3,Paid,Beauty,Currys,4530.21,374,1,0
Male,50,Liverpool,321.21,147.57,135.99,10,Ongoing,Groceries,Tesco,4457.19,415,0,0
Male,27,Glasgow,745.03,89.49,167.2,11,Ongoing,Home,Amazon,5589.33,764,1,0
Male,56,Glasgow,1822.17,156.52,168.98,2,Missed,Sports,Argos,6927.28,662,0,0
Male,37,Birmingham,1731.0,491.51,260.11,6,Ongoing,Sports,Argos,6669.31,588,1,0
Female,22,London,604.61,380.71,264.74,3,Paid,Sports,Tesco,3776.3,784,1,0
Female,63,Birmingham,58.43,180.13,38.47,2,Paid,Groceries,Tesco,5547.53,759,0,0
Female,52,Sheffield,1112.38,202.39,136.31,9,Missed,Electronics,Amazon,1379.95,630,0,0
Male,27,Manchester,1455.9,453.89,27.73,2,Missed,Fashion,Currys,2294.02,363,3,0
Other,45,Leeds,1394.78,56.92,167.91,6,Paid,Beauty,Asda,7978.45,686,1,0
Female,32,Leeds,1038.43,154.98,272.27,8,Missed,Home,Tesco,9225.54,518,4,0
Other,61,Birmingham,1917.81,331.16,56.58,10,Ongoing,Sports,Tesco,8543.26,788,1,0
Other,50,Leeds,710.49,328.27,38.34,3,Paid,Home,Asda,6256.83,800,1,0
Other,64,Manchester,1927.37,22.7,259.55,10,Missed,Electronics,eBay,4469.49,375,0,1
Other,50,Manchester,903.19,421.77,265.04,2,Missed,Fashion,Currys,1908.14,761,2,0
Female,21,London,665.7,391.43,23.72,7,Paid,Electronics,Currys,5390.19,365,1,0
Other,41,Liverpool,1786.51,463.77,178.41,6,Ongoing,Groceries,Nike,8440.23,340,0,0
Other,25,Sheffield,1269.52,166.19,68.86,9,Paid,Groceries,Asda,3427.67,356,3,0
Male,27,Liverpool,1362.21,79.17,259.19,11,Paid,Sports,Tesco,3895.03,385,1,0
Other,33,Liverpool,971.3,344.56,94.57,4,Paid,Beauty,Nike,2469.33,637,0,0
Female,46,London,1576.9,262.54,13.79,9,Ongoing,Beauty,Asda,9056.89,516,3,0
Female,62,Liverpool,1285.76,107.16,258.95,1,Ongoing,Electronics,Zara,4628.42,828,1,0
Female,42,Birmingham,1335.66,235.04,251.13,3,Missed,Sports,eBay,3985.74,387,2,0
Female,63,Glasgow,1381.42,223.83,134.21,1,Missed,Beauty,Currys,4073.62,403,0,0
Other,33,Glasgow,362.0,235.57,34.99,4,Ongoing,Fashion,Asda,5352.25,355,0,0
Male,34,Manchester,1610.81,312.36,205.74,6,Missed,Electronics,Argos,6451.12,349,0,0
